GeneID:388611	CD164 molecule like 2
GeneID:1819	developmentally regulated GTP binding protein 2
GeneID:201243	SPEM family member 2
GeneID:79643	charged multivesicular body protein 6
GeneID:23580	CDC42 effector protein 4
GeneID:79902	nucleoporin 85
GeneID:2081	endoplasmic reticulum to nucleus signaling 1
GeneID:146722	CD300 molecule like family member f
GeneID:84514	GH3 domain containing
GeneID:51747	LUC7 like 3 pre-mRNA splicing factor
GeneID:57125	plexin domain containing 1
GeneID:26151	N-acetyltransferase 9 (putative)
GeneID:3880	keratin 19
GeneID:388394	reprimo like
GeneID:79915	ATPase family AAA domain containing 5
GeneID:3884	keratin 33B
GeneID:5164	pyruvate dehydrogenase kinase 2
GeneID:79148	matrix metallopeptidase 28
GeneID:6448	N-sulfoglucosamine sulfohydrolase
GeneID:11056	DExD-box helicase 52
GeneID:7473	Wnt family member 3
GeneID:79665	DEAH-box helicase 40
GeneID:79922	mitochondrial rRNA methyltransferase 1
GeneID:7732	ring finger protein 112
GeneID:5175	platelet and endothelial cell adhesion molecule 1
GeneID:50488	misshapen like kinase 1
GeneID:2874	G protein pathway suppressor 2
GeneID:3131	HLF transcription factor, PAR bZIP family member
GeneID:22843	protein phosphatase, Mg2+/Mn2+ dependent 1E
GeneID:9020	mitogen-activated protein kinase kinase kinase 14
GeneID:124989	EF-hand calcium binding domain 13
GeneID:6462	sex hormone binding globulin
GeneID:51009	derlin 2
GeneID:124739	ubiquitin specific peptidase 43
GeneID:23108	RAP1 GTPase activating protein 2
GeneID:2885	growth factor receptor bound protein 2
GeneID:114757	cytoglobin
GeneID:2118	ETS variant transcription factor 4
GeneID:2886	growth factor receptor bound protein 7
GeneID:6470	serine hydroxymethyltransferase 1
GeneID:25926	nucleolar protein 11
GeneID:71	actin gamma 1
GeneID:1353	cytochrome c oxidase copper chaperone COX11
GeneID:84299	migration and invasion enhancer 1
GeneID:115024	5'-nucleotidase, cytosolic IIIB
GeneID:1362	carboxypeptidase D
GeneID:2642	glucagon receptor
GeneID:83538	tetratricopeptide repeat domain 25
GeneID:5718	proteasome 26S subunit, non-ATPase 12
GeneID:201305	sphingolipid transporter 3 (putative)
GeneID:3674	integrin subunit alpha 2b
GeneID:2145	enhancer of zeste 1 polycomb repressive complex 2 subunit
GeneID:3682	integrin subunit alpha E
GeneID:112483	spermidine/spermine N1-acetyltransferase family member 2
GeneID:54883	CWC25 spliceosome associated protein homolog
GeneID:9572	nuclear receptor subfamily 1 group D member 1
GeneID:348262	MAPK regulated corepressor interacting protein 1
GeneID:56934	carbonic anhydrase 10
GeneID:64359	nucleoredoxin
GeneID:116840	centrobin, centriole duplication and spindle assembly protein
GeneID:3691	integrin subunit beta 4
GeneID:7531	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
GeneID:2670	glial fibrillary acidic protein
GeneID:4974	oligodendrocyte myelin glycoprotein
GeneID:7283	tubulin gamma 1
GeneID:58485	trafficking protein particle complex 1
GeneID:79990	pleckstrin homology, MyTH4 and FERM domain containing H3
GeneID:64118	dihydrouridine synthase 1 like
GeneID:1655	DEAD-box helicase 5
GeneID:10871	CD300c molecule
GeneID:51321	archaelysin family metallopeptidase 2
GeneID:2688	growth hormone 1
GeneID:25984	keratin 23
GeneID:2689	growth hormone 2
GeneID:10882	complement C1q like 1
GeneID:113026	phospholipase C delta 3
GeneID:3975	LIM homeobox 1
GeneID:11143	lysine acetyltransferase 7
GeneID:342667	SH3 and cysteine rich domain 2
GeneID:3214	homeobox B4
GeneID:254863	transmembrane protein 256
GeneID:3216	homeobox B6
GeneID:2194	fatty acid synthase
GeneID:3219	homeobox B9
GeneID:9368	SLC9A3 regulator 1
GeneID:56985	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent
GeneID:63897	HEAT repeat containing 6
GeneID:146845	cilia and flagella associated protein 52
GeneID:9120	solute carrier family 16 member 6
GeneID:84643	kinesin family member 2B
GeneID:146852	outer dense fiber of sperm tails 4
GeneID:7077	TIMP metallopeptidase inhibitor 2
GeneID:256933	neuropeptide B
GeneID:55720	TSR1 ribosome maturation factor
GeneID:57513	CASK interacting protein 2
GeneID:79018	GID complex subunit 4 homolog
GeneID:29098	RAN guanine nucleotide release factor
GeneID:7083	thymidine kinase 1
GeneID:6830	SPT6 homolog, histone chaperone and transcription elongation factor
GeneID:9902	mannose receptor C type 2
GeneID:124590	USH1 protein network component sans
GeneID:92591	ankyrin repeat and SOCS box containing 16
GeneID:432	asialoglycoprotein receptor 1
GeneID:400566	chromosome 17 open reading frame 97
GeneID:2232	ferredoxin reductase
GeneID:3768	potassium inwardly rectifying channel subfamily J member 12
GeneID:9146	hepatocyte growth factor-regulated tyrosine kinase substrate
GeneID:1468	solute carrier family 25 member 10
GeneID:1984	eukaryotic translation initiation factor 5A
GeneID:51393	transient receptor potential cation channel subfamily V member 2
GeneID:147138	transmembrane channel like 8
GeneID:23746	aryl hydrocarbon receptor interacting protein like 1
GeneID:284099	chromosome 17 open reading frame 78
GeneID:27077	B9 domain containing 1
GeneID:51655	ras related dexamethasone induced 1
GeneID:54475	notchless homolog 1
GeneID:3021	H3.3 histone B
GeneID:6605	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
GeneID:284110	gasdermin A
GeneID:84687	protein phosphatase 1 regulatory subunit 9B
GeneID:284111	solute carrier family 13 member 5
GeneID:8913	calcium voltage-gated channel subunit alpha1 G
GeneID:114897	C1q and TNF related 1
GeneID:8402	solute carrier family 25 member 11
GeneID:54739	XIAP associated factor 1
GeneID:7126	TNF alpha induced protein 1
GeneID:2520	gastrin
GeneID:8153	Rho family GTPase 2
GeneID:26073	DNA polymerase delta interacting protein 2
GeneID:218	aldehyde dehydrogenase 3 family member A1
GeneID:5338	phospholipase D2
GeneID:482	ATPase Na+/K+ transporting subunit beta 2
GeneID:284131	endonuclease V
GeneID:4836	N-myristoyltransferase 1
GeneID:6117	replication protein A1
GeneID:9703	KIAA0100
GeneID:147179	WAS/WASL interacting protein family member 2
GeneID:4077	NBR1 autophagy cargo receptor
GeneID:8688	keratin 37
GeneID:124912	sperm acrosome associated 3
GeneID:65264	ubiquitin conjugating enzyme E2 Z
GeneID:65266	WNK lysine deficient protein kinase 4
GeneID:1267	2',3'-cyclic nucleotide 3' phosphodiesterase
GeneID:2548	glucosidase alpha, acid
GeneID:7156	DNA topoisomerase III alpha
GeneID:51701	nemo like kinase
GeneID:246	arachidonate 15-lipoxygenase
GeneID:6904	tubulin folding cofactor D
GeneID:762	carbonic anhydrase 4
GeneID:23293	SMG6 nonsense mediated mRNA decay factor
GeneID:124925	seizure related 6 homolog
GeneID:10238	DDB1 and CUL4 associated factor 7
GeneID:8447	double C2 domain beta
GeneID:6147	ribosomal protein L23a
GeneID:4620	myosin heavy chain 2
GeneID:6668	Sp2 transcription factor
GeneID:11276	synergin gamma
GeneID:9241	noggin
GeneID:9772	transmembrane protein 94
GeneID:252983	syntaxin binding protein 4
GeneID:26168	SUMO specific peptidase 3
GeneID:4927	nucleoporin 88
GeneID:94015	tweety family member 2
GeneID:5705	proteasome 26S subunit, ATPase 5
GeneID:283985	fatty acid desaturase 6
GeneID:113235	solute carrier family 46 member 1
GeneID:1366	claudin 7
GeneID:51030	trans-golgi network vesicle protein 23 homolog B
GeneID:84311	mitochondrial ribosomal protein L45
GeneID:2905	glutamate ionotropic receptor NMDA type subunit 2C
GeneID:4185	ADAM metallopeptidase domain 11
GeneID:28511	NFKB inhibitor interacting Ras like 2
GeneID:8288	eosinophil peroxidase
GeneID:80233	FA core complex associated protein 100
GeneID:84073	MYCBP associated protein
GeneID:6532	solute carrier family 6 member 4
GeneID:396	Rho GDP dissociation inhibitor alpha
GeneID:83871	RAB34, member RAS oncogene family
GeneID:1442	chorionic somatomammotropin hormone 1
GeneID:147111	notum, palmitoleoyl-protein carboxylesterase
GeneID:146857	schlafen family member 13
GeneID:9135	rabaptin, RAB GTPase binding effector protein 1
GeneID:10672	G protein subunit alpha 13
GeneID:9912	Rho GTPase activating protein 44
GeneID:124857	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2
GeneID:64446	dynein axonemal intermediate chain 2
GeneID:6359	C-C motif chemokine ligand 15
GeneID:84951	tensin 4
GeneID:284119	caveolae associated protein 1
GeneID:84440	RAB11 family interacting protein 4
GeneID:124637	cytochrome b5 domain containing 1
GeneID:6368	C-C motif chemokine ligand 23
GeneID:996	cell division cycle 27
GeneID:4591	tripartite motif containing 37
GeneID:3837	karyopherin subunit beta 1
GeneID:10749	kinesin family member 1C
GeneID:55062	WD repeat domain, phosphoinositide interacting 1
GeneID:51	acyl-CoA oxidase 1
GeneID:5176	serpin family F member 1
GeneID:60528	elaC ribonuclease Z 2
GeneID:924	CD7 molecule
GeneID:9400	RecQ like helicase 5
GeneID:201163	folliculin
GeneID:80347	Coenzyme A synthase
GeneID:2811	glycoprotein Ib platelet subunit alpha
GeneID:29115	SAP30 binding protein
GeneID:26118	WD repeat and SOCS box containing 1
GeneID:81929	SEH1 like nucleoporin
GeneID:6925	transcription factor 4
GeneID:201501	zinc finger and BTB domain containing 7C
GeneID:642597	A-kinase anchor inhibitor 1
GeneID:125488	tetratricopeptide repeat domain 39C
GeneID:4155	myelin basic protein
GeneID:4158	melanocortin 2 receptor
GeneID:342850	ankyrin repeat domain 62
GeneID:284257	biorientation of chromosomes in cell division 1 like 2
GeneID:116	adenylate cyclase activating polypeptide 1
GeneID:7541	zinc finger and BTB domain containing 14
GeneID:162681	chromosome 18 open reading frame 54
GeneID:284293	histocompatibility minor serpin domain containing
GeneID:10650	PRELI domain containing 3A
GeneID:10666	CD226 molecule
GeneID:440498	heat shock factor binding protein 1 like 1
GeneID:644041	chromosome 18 open reading frame 63
GeneID:252884	zinc finger protein 396
GeneID:201456	F-box protein 15
GeneID:64762	GRB2 associated regulator of MAPK1 subtype 1
GeneID:9984	THO complex 1
GeneID:9480	one cut homeobox 2
GeneID:220441	ring finger protein 152
GeneID:3613	inositol monophosphatase 2
GeneID:23327	NEDD4 like E3 ubiquitin protein ligase
GeneID:4645	myosin VB
GeneID:1830	desmoglein 3
GeneID:1068	centrin 1
GeneID:5932	RB binding protein 8, endonuclease
GeneID:4160	melanocortin 4 receptor
GeneID:4161	melanocortin 5 receptor
GeneID:84034	elastin microfibril interfacer 2
GeneID:25925	zinc finger protein 521
GeneID:8774	NSF attachment protein gamma
GeneID:9811	cap binding complex dependent translation initiation factor
GeneID:84307	zinc finger protein 397
GeneID:284252	potassium channel tetramerization domain containing 1
GeneID:51046	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3
GeneID:6760	SS18 subunit of BAF chromatin remodeling complex
GeneID:284266	sialic acid binding Ig like lectin 15
GeneID:30062	retina and anterior neural fold homeobox
GeneID:114799	establishment of sister chromatid cohesion N-acetyltransferase 1
GeneID:57724	ectopic P-granules autophagy protein 5 homolog
GeneID:4225	meprin A subunit beta
GeneID:494470	ring finger protein 165
GeneID:9352	thioredoxin like 1
GeneID:84617	tubulin beta 6 class V
GeneID:81035	collectin subfamily member 12
GeneID:5273	serpin family B member 10
GeneID:29090	translocase of inner mitochondrial membrane 21
GeneID:10403	NDC80 kinetochore complex component
GeneID:6317	serpin family B member 3
GeneID:80816	ASXL transcriptional regulator 3
GeneID:64693	cutaneous T cell lymphoma-associated antigen 1
GeneID:10939	AFG3 like matrix AAA peptidase subunit 2
GeneID:5055	serpin family B member 2
GeneID:57536	KIAA1328
GeneID:80323	coiled-coil domain containing 68
GeneID:55748	carnosine dipeptidase 2
GeneID:6093	Rho associated coiled-coil containing protein kinase 1
GeneID:10449	acetyl-CoA acyltransferase 2
GeneID:57565	kelch like family member 14
GeneID:55520	elaC ribonuclease Z 1
GeneID:79863	ribosome binding factor A
GeneID:8710	serpin family B member 7
GeneID:147463	ankyrin repeat domain 29
GeneID:9229	DLG associated protein 1
GeneID:56853	CUGBP Elav-like family member 4
GeneID:11031	RAB31, member RAS oncogene family
GeneID:2587	galanin receptor 1
GeneID:1828	desmoglein 1
GeneID:125228	family with sequence similarity 210 member A
GeneID:9525	vacuolar protein sorting 4 homolog B
GeneID:284217	laminin subunit alpha 1
GeneID:25914	rotatin
GeneID:22850	ADNP homeobox 2
GeneID:55364	impact RWD domain protein
GeneID:4677	asparaginyl-tRNA synthetase 1
GeneID:84552	par-6 family cell polarity regulator gamma
GeneID:90701	SEC11 homolog C, signal peptidase complex subunit
GeneID:25941	tubulin polyglutamylase complex subunit 2
GeneID:55125	centrosomal protein 192
GeneID:79959	centrosomal protein 76
GeneID:8792	TNF receptor superfamily member 11a
GeneID:9050	proline-serine-threonine phosphatase interacting protein 2
GeneID:9306	suppressor of cytokine signaling 6
GeneID:100101467	zinc finger and SCAN domain containing 30
GeneID:1630	DCC netrin 1 receptor
GeneID:28513	cadherin 19
GeneID:7525	YES proto-oncogene 1, Src family tyrosine kinase
GeneID:339302	complexin 4
GeneID:1149	cell death inducing DFFA like effector a
GeneID:6014	Ras like without CAAX 2
GeneID:7298	thymidylate synthetase
GeneID:9097	ubiquitin specific peptidase 14
GeneID:5771	protein tyrosine phosphatase non-receptor type 2
GeneID:10892	MALT1 paracaspase
GeneID:7572	zinc finger protein 24
GeneID:5271	serpin family B member 8
GeneID:28316	cadherin 20
GeneID:54941	ring finger protein 125
GeneID:3998	lectin, mannose binding 1
GeneID:115106	HAUS augmin like complex subunit 1
GeneID:5289	phosphatidylinositol 3-kinase catalytic subunit type 3
GeneID:9388	lipase G, endothelial type
GeneID:147372	collagen and calcium binding EGF domains 1
GeneID:6318	serpin family B member 4
GeneID:10928	ralA binding protein 1
GeneID:147381	cerebellin 2 precursor
GeneID:9658	zinc finger protein 516
GeneID:114876	oxysterol binding protein like 1A
GeneID:23239	PH domain and leucine rich repeat protein phosphatase 1
GeneID:25800	solute carrier family 39 member 6
GeneID:6860	synaptotagmin 4
GeneID:59340	histamine receptor H4
GeneID:55250	elongator acetyltransferase complex subunit 2
GeneID:2774	G protein subunit alpha L
GeneID:5596	mitogen-activated protein kinase 4
GeneID:2531	3-ketodihydrosphingosine reductase
GeneID:10982	microtubule associated protein RP/EB family member 2
GeneID:220134	spindle and kinetochore associated complex subunit 1
GeneID:6632	small nuclear ribonucleoprotein D1 polypeptide
GeneID:8170	solute carrier family 14 member 2
GeneID:5874	RAB27B, member RAS oncogene family
GeneID:115701	alpha kinase 2
GeneID:1528	cytochrome b5 type A
GeneID:55034	molybdenum cofactor sulfurase
GeneID:4864	NPC intracellular cholesterol transporter 1
GeneID:23556	phosphatidylinositol glycan anchor biosynthesis class N
GeneID:80148	solute carrier family 66 member 2
GeneID:1825	desmocollin 3
GeneID:1829	desmoglein 2
GeneID:147495	APC down-regulated 1
GeneID:57132	charged multivesicular body protein 1B
GeneID:171586	abhydrolase domain containing 3
GeneID:8780	RIO kinase 3
GeneID:374868	ATPase phospholipid transporting 9B (putative)
GeneID:64863	methyltransferase like 4
GeneID:84064	haloacid dehalogenase like hydrolase domain containing 2
GeneID:9063	protein inhibitor of activated STAT 2
GeneID:4200	malic enzyme 2
GeneID:2922	gastrin releasing peptide
GeneID:51320	mex-3 RNA binding family member C
GeneID:4729	NADH:ubiquinone oxidoreductase core subunit V2
GeneID:147339	chromosome 18 open reading frame 25
GeneID:5268	serpin family B member 5
GeneID:83608	chromosome 18 open reading frame 21
GeneID:56984	proteasome assembly chaperone 2
GeneID:10907	thioredoxin like 4A
GeneID:55197	regulation of nuclear pre-mRNA domain containing 1A
GeneID:81832	neuropilin and tolloid like 1
GeneID:51124	immediate early response 3 interacting protein 1
GeneID:147409	desmoglein 4
GeneID:23253	ankyrin repeat domain 12
GeneID:29919	regulator of MON1-CCZ1
GeneID:54495	thioredoxin related transmembrane protein 3
GeneID:8932	methyl-CpG binding domain protein 2
GeneID:1000	cadherin 2
GeneID:220136	cilia and flagella associated protein 53
GeneID:1005	cadherin 7
GeneID:51444	ring finger protein 138
GeneID:220164	docking protein 6
GeneID:85019	transmembrane protein 241
GeneID:1824	desmocollin 2
GeneID:83539	carbohydrate sulfotransferase 9
GeneID:54877	zinc finger CCHC-type containing 2
GeneID:284273	zinc binding alcohol dehydrogenase domain containing 2
GeneID:83876	maestro
GeneID:57045	twisted gastrulation BMP signaling modulator 1
GeneID:65258	metallophosphoesterase 1
GeneID:84203	thioredoxin domain containing 2
GeneID:498	ATP synthase F1 subunit alpha
GeneID:4087	SMAD family member 2
GeneID:4089	SMAD family member 4
GeneID:84735	carnosine dipeptidase 1
GeneID:55556	enolase superfamily member 1
GeneID:361	aquaporin 4
GeneID:6563	solute carrier family 14 member 1 (Kidd blood group)
GeneID:26658	olfactory receptor family 7 subfamily C member 2 (gene/pseudogene)
GeneID:126541	olfactory receptor family 10 subfamily H member 4
GeneID:114026	zinc finger imprinted 3
GeneID:58525	WIZ zinc finger
GeneID:7620	zinc finger protein 69
GeneID:29903	coiled-coil domain containing 106
GeneID:390883	olfactory receptor family 7 subfamily G member 3
GeneID:284417	transmembrane protein 150B
GeneID:284418	family with sequence similarity 71 member E2
GeneID:317701	vomeronasal 1 receptor 2
GeneID:284422	small integral membrane protein 24
GeneID:100506374	epididymal protein 13
GeneID:51206	glycoprotein VI platelet
GeneID:100129543	zinc finger protein 730
GeneID:125962	olfactory receptor family 7 subfamily G member 1
GeneID:100130827	SH3 domain binding kinase family member 3
GeneID:83475	deoxyhypusine hydroxylase
GeneID:5141	phosphodiesterase 4A
GeneID:147991	dpy-19 like C-mannosyltransferase 3
GeneID:84503	zinc finger protein 527
GeneID:503835	double homeobox A
GeneID:54811	zinc finger protein 562
GeneID:84258	synaptotagmin 3
GeneID:80164	proline rich 36
GeneID:2854	G protein-coupled receptor 32
GeneID:100129842	zinc finger protein 737
GeneID:199731	cell adhesion molecule 4
GeneID:256051	zinc finger protein 549
GeneID:126003	trafficking protein particle complex 5
GeneID:2358	formyl peptide receptor 2
GeneID:79414	leucine rich repeat and fibronectin type III domain containing 3
GeneID:126520	polo like kinase 5
GeneID:646457	chromosome 19 open reading frame 67
GeneID:23354	HAUS augmin like complex subunit 5
GeneID:1087	CEA cell adhesion molecule 7
GeneID:22847	zinc finger protein 507
GeneID:112703	family with sequence similarity 71 member E1
GeneID:100131137	binder of sperm protein homolog 1
GeneID:27202	complement component 5a receptor 2
GeneID:140612	ZFP28 zinc finger protein
GeneID:400713	zinc finger protein 880
GeneID:79177	zinc finger protein 576
GeneID:94030	leucine rich repeat containing 4B
GeneID:84306	programmed cell death 2 like
GeneID:163154	proline rich 22
GeneID:112724	retinol dehydrogenase 13
GeneID:56917	Meis homeobox 3
GeneID:80726	IQ motif containing N
GeneID:9817	kelch like ECH associated protein 1
GeneID:55900	zinc finger protein 302
GeneID:729440	coiled-coil domain containing 61
GeneID:147808	zinc finger protein 784
GeneID:354	kallikrein related peptidase 3
GeneID:10597	trafficking protein particle complex 2B
GeneID:126567	C2 calcium dependent domain containing 4C
GeneID:9322	thyroid hormone receptor interactor 10
GeneID:84330	zinc finger protein 414
GeneID:23403	F-box protein 46
GeneID:94059	leukocyte receptor cluster member 9
GeneID:342892	zinc finger protein 850
GeneID:53615	methyl-CpG binding domain protein 3
GeneID:342897	NCCRP1, F-box associated domain containing
GeneID:374897	suprabasin
GeneID:641649	transmembrane protein 91
GeneID:105372280	G protein subunit gamma 14
GeneID:64377	carbohydrate sulfotransferase 8
GeneID:339324	zinc finger protein 260
GeneID:51070	nitric oxide synthase interacting protein
GeneID:256126	synaptonemal complex central element protein 2
GeneID:1153	cold inducible RNA binding protein
GeneID:342918	chromosome 19 open reading frame 81
GeneID:374918	IGF like family member 1
GeneID:729991	BLOC-1 related complex subunit 8
GeneID:284297	scavenger receptor cysteine rich family member with 5 domains
GeneID:6795	aurora kinase C
GeneID:93323	HAUS augmin like complex subunit 8
GeneID:58509	cactin, spliceosome C complex subunit
GeneID:84878	zinc finger and BTB domain containing 45
GeneID:148113	cartilage intermediate layer protein 2
GeneID:79763	isochorismatase domain containing 2
GeneID:162963	zinc finger protein 610
GeneID:6294	scaffold attachment factor B
GeneID:115098	coiled-coil domain containing 124
GeneID:2208	Fc fragment of IgE receptor II
GeneID:1954	multiple EGF like domains 8
GeneID:126374	WT1 interacting protein
GeneID:79784	myosin heavy chain 14
GeneID:91304	transmembrane protein 259
GeneID:7593	myeloid zinc finger 1
GeneID:23211	zinc finger CCCH-type containing 4
GeneID:388523	zinc finger protein 728
GeneID:4782	nuclear factor I C
GeneID:54958	transmembrane protein 160
GeneID:83889	WD repeat domain 87
GeneID:23217	zinc finger RNA binding protein 2
GeneID:5819	nectin cell adhesion molecule 2
GeneID:57787	microtubule affinity regulating kinase 4
GeneID:116412	zinc finger protein 837
GeneID:284349	zinc finger protein 283
GeneID:147646	chromosome 19 open reading frame 84
GeneID:63934	zinc finger protein 667
GeneID:81856	zinc finger protein 611
GeneID:284352	protein phosphatase 1 regulatory subunit 37
GeneID:7617	zinc finger protein 66
GeneID:730051	zinc finger protein 814
GeneID:342979	paralemmin 3
GeneID:284358	MEF2 activating motif and SAP domain containing transcriptional regulator
GeneID:79816	TLE family member 6, subcortical maternal complex member
GeneID:388555	IGF like family member 3
GeneID:147660	zinc finger protein 578
GeneID:284366	kallikrein related peptidase 9
GeneID:170958	zinc finger protein 525
GeneID:646864	zinc finger protein 723
GeneID:284370	zinc finger protein 615
GeneID:10452	translocase of outer mitochondrial membrane 40
GeneID:388564	transmembrane protein 238
GeneID:51157	zinc finger protein 580
GeneID:147670	small integral membrane protein 17
GeneID:100130519	transmembrane protein 221
GeneID:100131801	PET100 cytochrome c oxidase chaperone
GeneID:390874	one cut homeobox 3
GeneID:7643	zinc finger protein 90
GeneID:93659	chorionic gonadotropin subunit beta 5
GeneID:90333	zinc finger protein 468
GeneID:84446	BR serine/threonine kinase 1
GeneID:2527	fucosyltransferase 5
GeneID:126432	Ras and Rab interactor like
GeneID:60385	testis specific serine kinase substrate
GeneID:1762	DM1 locus, WD repeat containing
GeneID:27106	arrestin domain containing 2
GeneID:997	cell division cycle 34
GeneID:100271846	endogenous retrovirus group V member 2, envelope
GeneID:148198	zinc finger protein 98
GeneID:284390	zinc finger protein 763
GeneID:730087	zinc finger protein 726
GeneID:100271849	myocyte enhancer factor 2B
GeneID:259307	interleukin 4 induced 1
GeneID:147694	zinc finger protein 548
GeneID:284403	WD repeat domain 62
GeneID:100170229	serine/arginine repetitive matrix 5
GeneID:7673	zinc finger protein 222
GeneID:100287226	zinc finger protein 729
GeneID:282618	interferon lambda 1
GeneID:25850	zinc finger protein 345
GeneID:554235	aspartate dehydrogenase domain containing
GeneID:93436	armadillo repeat containing 6
GeneID:115196	zinc finger protein 554
GeneID:126205	NLR family pyrin domain containing 8
GeneID:147710	immunoglobulin superfamily member 23
GeneID:27134	tight junction protein 3
GeneID:7171	tropomyosin 4
GeneID:9476	napsin A aspartic peptidase
GeneID:11012	kallikrein related peptidase 11
GeneID:5639	proline rich and Gla domain 2
GeneID:441864	T cell-interacting, activating receptor on myeloid cells 1
GeneID:3337	DnaJ heat shock protein family (Hsp40) member B1
GeneID:3594	interleukin 12 receptor subunit beta 1
GeneID:2828	G protein-coupled receptor 4
GeneID:79629	occludin/ELL domain containing 1
GeneID:91661	zinc finger protein 765
GeneID:100170765	glutamate rich 4
GeneID:115727	RAS guanyl releasing protein 4
GeneID:57615	zinc finger protein 492
GeneID:390927	zinc finger protein 793
GeneID:390928	acid phosphatase 7, tartrate resistant (putative)
GeneID:9745	zinc finger protein 536
GeneID:25873	ribosomal protein L36
GeneID:11027	leukocyte immunoglobulin like receptor A2
GeneID:79891	zinc finger protein 671
GeneID:8725	URI1 prefoldin like chaperone
GeneID:5655	kallikrein related peptidase 10
GeneID:10775	POP4 homolog, ribonuclease P/MRP subunit
GeneID:83483	plasmalemma vesicle associated protein
GeneID:1820	AT-rich interaction domain 3A
GeneID:10780	zinc finger protein 234
GeneID:147741	zinc finger protein 560
GeneID:23581	caspase 14
GeneID:125981	alkaline ceramidase 1
GeneID:10782	zinc finger protein 274
GeneID:1311	cartilage oligomeric matrix protein
GeneID:7711	zinc finger protein 155
GeneID:89887	zinc finger protein 628
GeneID:10272	follistatin like 3
GeneID:147744	transmembrane protein 190
GeneID:8993	peptidoglycan recognition protein 1
GeneID:84769	MPV17 mitochondrial inner membrane protein like 2
GeneID:26145	interferon regulatory factor 2 binding protein 1
GeneID:148003	galectin 16
GeneID:84261	F-box and WD repeat domain containing 9
GeneID:28968	solute carrier family 6 member 16
GeneID:10025	mediator complex subunit 16
GeneID:201514	zinc finger protein 584
GeneID:148266	zinc finger protein 569
GeneID:57130	ATPase 13A1
GeneID:5676	pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene)
GeneID:27181	sialic acid binding Ig like lectin 8
GeneID:28974	chromosome 19 open reading frame 53
GeneID:54831	bestrophin 2
GeneID:5680	pregnancy specific beta-1-glycoprotein 11
GeneID:4145	megakaryocyte-associated tyrosine kinase
GeneID:2354	FosB proto-oncogene, AP-1 transcription factor subunit
GeneID:8498	RAN binding protein 3
GeneID:10036	chromatin assembly factor 1 subunit A
GeneID:23094	signal induced proliferation associated 1 like 3
GeneID:55094	G-patch domain containing 1
GeneID:126006	Purkinje cell protein 2
GeneID:3383	intercellular adhesion molecule 1
GeneID:645432	arrestin domain containing 5
GeneID:5178	paternally expressed 3
GeneID:163131	zinc finger protein 780B
GeneID:56891	galectin 14
GeneID:80700	UBX domain protein 6
GeneID:10045	SH2 domain containing 3A
GeneID:79165	leukocyte receptor cluster member 1
GeneID:116541	mitochondrial ribosomal protein L54
GeneID:57664	pleckstrin homology domain containing A4
GeneID:126272	EP300 interacting inhibitor of differentiation 2B
GeneID:199745	THAP domain containing 8
GeneID:255809	chromosome 19 open reading frame 38
GeneID:199746	U2 small nuclear RNA auxiliary factor 1 like 4
GeneID:94274	protein phosphatase 1 regulatory inhibitor subunit 14A
GeneID:54850	F-box and leucine rich repeat protein 12
GeneID:84292	WD repeat domain 83
GeneID:404037	hyaluronan and proteoglycan link protein 4
GeneID:10054	ubiquitin like modifier activating enzyme 2
GeneID:10055	SUMO1 activating enzyme subunit 1
GeneID:10567	Rab acceptor 1
GeneID:55111	pleckstrin homology domain containing J1
GeneID:64073	chromosome 19 open reading frame 33
GeneID:80714	PBX homeobox 4
GeneID:91978	tubulin polyglutamylase complex subunit 1
GeneID:126282	TNF alpha induced protein 8 like 1
GeneID:1613	death associated protein kinase 3
GeneID:7757	zinc finger protein 208
GeneID:23373	CREB regulated transcription coactivator 1
GeneID:57677	ZFP14 zinc finger protein
GeneID:79187	fibronectin type III and SPRY domain containing 1
GeneID:54869	EPS8 like 1
GeneID:126295	zinc finger protein 57
GeneID:374872	PEAK family member 3
GeneID:64857	pleckstrin homology and RhoGEF domain containing G2
GeneID:346	apolipoprotein C4
GeneID:7770	zinc finger protein 227
GeneID:374877	testis expressed 45
GeneID:374879	zinc finger protein 699
GeneID:56928	signal peptide peptidase like 2B
GeneID:199777	zinc finger protein 626
GeneID:53345	transmembrane 6 superfamily member 2
GeneID:374882	transmembrane protein 205
GeneID:1891	enoyl-CoA hydratase 1
GeneID:3171	forkhead box A3
GeneID:5731	prostaglandin E receptor 1
GeneID:56931	dihydrouridine synthase 3 like
GeneID:126308	MOB kinase activator 3A
GeneID:79973	zinc finger protein 442
GeneID:163175	leucine rich repeat LGI family member 4
GeneID:10856	RuvB like AAA ATPase 2
GeneID:57192	mucolipin 1
GeneID:55658	ring finger protein 126
GeneID:55659	zinc finger protein 416
GeneID:116844	leucine rich alpha-2-glycoprotein 1
GeneID:6510	solute carrier family 1 member 5
GeneID:55150	chromosome 19 open reading frame 73
GeneID:84079	ankyrin repeat domain 27
